GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,Owner Occupier with Mortgage (Households),Owner Occupier No Mortgage (Households),Private Rented,Social Rented,Rented Free of Rent (Households),Total (Households),% Owner Occupier with Mortgage (Households),% Owner Occupier No Mortgage (Households),% Private Rented,% Social Rented,% Rented Free of Rent (Households),% Total (Households)
268132008,2068,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,19,11,68,1,1,101,18.8,10.9,67.3,1,1,100
268132009,2069,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,3,4,87,1,1,101,3,4,86.1,1,1,100
268132010,2070,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,15,8,135,11,3,179,8.4,4.5,75.4,6.1,1.7,100
268132012,2072,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,5,7,78,8,3,104,4.8,6.7,75,7.7,2.9,100
268132013,2073,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,10,7,53,0,2,72,13.9,9.7,73.6,0,2.8,100
268132014,2074,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,0,2,108,0,0,110,0,1.8,98.2,0,0,100
268132015,2075,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,1,1,113,0,1,116,0.9,0.9,97.4,0,0.9,100
268132016,2076,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,2,0,101,4,1,119,1.7,0,84.9,3.4,0.8,100
268132017,2077,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,3,3,71,4,1,88,3.4,3.4,80.7,4.5,1.1,100
268132018,2078,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,3,2,79,0,0,90,3.3,2.2,87.8,0,0,100
268132020,2079,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,1,1,72,0,0,80,1.3,1.3,90,0,0,100
268132021,2080,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,5,7,80,1,0,93,5.4,7.5,86,1.1,0,100
268132022,2081,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,36,24,47,0,2,112,32.1,21.4,42,0,1.8,100
268132023,2082,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,22,19,24,28,4,97,22.7,19.6,24.7,28.9,4.1,100
268132024,2083,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,3,4,69,0,0,92,3.3,4.3,75,0,0,100
268132025,2084,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,4,2,72,4,3,88,4.5,2.3,81.8,4.5,3.4,100
268132026,2085,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,3,1,73,8,0,91,3.3,1.1,80.2,8.8,0,100
268132027,2086,138 Rathmines West A,138 Rathmines West A,Dublin City,RoI,7,2,44,4,0,65,10.8,3.1,67.7,6.2,0,100
268133001,2087,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,10,8,74,5,0,100,10,8,74,5,0,100
268133002,2088,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,19,20,43,7,2,97,19.6,20.6,44.3,7.2,2.1,100
268133003,2089,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,5,3,121,0,0,139,3.6,2.2,87.1,0,0,100
268133004,2090,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,13,11,57,15,2,104,12.5,10.6,54.8,14.4,1.9,100
268133005,2091,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,26,12,56,2,2,101,25.7,11.9,55.4,2,2,100
268133006,2092,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,16,21,56,2,1,104,15.4,20.2,53.8,1.9,1,100
268133007,2093,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,16,7,50,0,0,75,21.3,9.3,66.7,0,0,100
268133008,2094,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,9,9,64,1,2,86,10.5,10.5,74.4,1.2,2.3,100
268133009,2095,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,1,1,97,2,0,101,1,1,96,2,0,100
268133010,2096,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,17,11,60,0,0,92,18.5,12,65.2,0,0,100
268133011,2097,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,2,0,93,11,2,112,1.8,0,83,9.8,1.8,100
268133012,2098,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,12,13,84,5,2,121,9.9,10.7,69.4,4.1,1.7,100
268133013,2099,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,6,6,50,1,2,73,8.2,8.2,68.5,1.4,2.7,100
268133014,2100,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,21,15,55,3,1,102,20.6,14.7,53.9,2.9,1,100
268133015,2101,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,14,13,41,0,0,71,19.7,18.3,57.7,0,0,100
268133016,2102,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,17,5,53,43,0,122,13.9,4.1,43.4,35.2,0,100
268133017,2103,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,2,3,69,1,1,78,2.6,3.8,88.5,1.3,1.3,100
268133018,2104,139 Rathmines West B,139 Rathmines West B,Dublin City,RoI,23,14,26,0,1,64,35.9,21.9,40.6,0,1.6,100
268134001,2105,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,6,10,85,1,0,104,5.8,9.6,81.7,1,0,100
268134002,2106,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,26,26,27,0,2,82,31.7,31.7,32.9,0,2.4,100
268134003,2107,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,22,27,57,1,2,111,19.8,24.3,51.4,0.9,1.8,100
268134004,2108,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,23,22,53,1,8,109,21.1,20.2,48.6,0.9,7.3,100
268134005,2109,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,25,32,10,0,2,71,35.2,45.1,14.1,0,2.8,100
268134006,2110,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,2,3,71,2,1,79,2.5,3.8,89.9,2.5,1.3,100
268134007,2111,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,13,17,43,1,2,78,16.7,21.8,55.1,1.3,2.6,100
268134008,2112,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,10,15,38,0,1,65,15.4,23.1,58.5,0,1.5,100
268134009,2113,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,14,18,25,0,1,58,24.1,31,43.1,0,1.7,100
268134010,2114,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,28,20,17,0,1,67,41.8,29.9,25.4,0,1.5,100
268134011,2115,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,18,34,35,2,4,95,18.9,35.8,36.8,2.1,4.2,100
268134012,2116,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,19,9,43,1,0,72,26.4,12.5,59.7,1.4,0,100
268134013,2117,140 Rathmines West C,140 Rathmines West C,Dublin City,RoI,26,21,45,0,3,97,26.8,21.6,46.4,0,3.1,100
268135001,2118,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,19,19,51,0,2,91,20.9,20.9,56,0,2.2,100
268135002,2119,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,13,9,37,1,2,63,20.6,14.3,58.7,1.6,3.2,100
268135003,2120,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,7,9,52,0,0,71,9.9,12.7,73.2,0,0,100
268135004,2121,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,14,13,55,0,2,86,16.3,15.1,64,0,2.3,100
268135005,2122,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,31,31,32,1,0,98,31.6,31.6,32.7,1,0,100
268135006,2123,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,30,29,11,0,4,75,40,38.7,14.7,0,5.3,100
268135007,2124,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,12,22,41,0,2,79,15.2,27.8,51.9,0,2.5,100
268135008,2125,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,28,15,40,0,0,83,33.7,18.1,48.2,0,0,100
268135009,2126,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,9,6,53,1,0,70,12.9,8.6,75.7,1.4,0,100
268135010,2127,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,21,13,37,28,1,103,20.4,12.6,35.9,27.2,1,100
268135011,2128,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,11,14,39,30,0,97,11.3,14.4,40.2,30.9,0,100
268135012,2129,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,9,16,64,0,0,92,9.8,17.4,69.6,0,0,100
268135013,2130,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,6,6,46,0,1,60,10,10,76.7,0,1.7,100
268135014,2131,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,22,16,34,2,0,74,29.7,21.6,45.9,2.7,0,100
268135015,2132,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,8,3,20,33,0,65,12.3,4.6,30.8,50.8,0,100
268135016,2133,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,3,2,39,32,1,82,3.7,2.4,47.6,39,1.2,100
268135017,2134,141 Rathmines West D,141 Rathmines West D,Dublin City,RoI,0,0,43,2,0,52,0,0,82.7,3.8,0,100
268136001,2135,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,27,33,46,2,1,110,24.5,30,41.8,1.8,0.9,100
268136002,2136,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,25,23,62,1,0,111,22.5,20.7,55.9,0.9,0,100
268136003,2137,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,21,29,37,3,0,90,23.3,32.2,41.1,3.3,0,100
268136004,2138,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,14,12,42,0,1,70,20,17.1,60,0,1.4,100
268136005,2139,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,3,13,47,3,1,69,4.3,18.8,68.1,4.3,1.4,100
268136006,2140,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,26,35,52,0,5,118,22,29.7,44.1,0,4.2,100
268136007,2141,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,15,17,37,0,2,72,20.8,23.6,51.4,0,2.8,100
268136008,2142,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,20,16,90,2,2,132,15.2,12.1,68.2,1.5,1.5,100
268136009,2143,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,15,13,56,0,1,86,17.4,15.1,65.1,0,1.2,100
268136010,2144,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,18,25,24,6,2,78,23.1,32.1,30.8,7.7,2.6,100
268136011,2145,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,32,31,57,0,2,122,26.2,25.4,46.7,0,1.6,100
268136012,2146,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,15,18,29,0,2,64,23.4,28.1,45.3,0,3.1,100
268136013,2147,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,17,18,81,5,0,123,13.8,14.6,65.9,4.1,0,100
268136014,2148,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,10,13,87,2,1,116,8.6,11.2,75,1.7,0.9,100
268136015,2149,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,16,8,55,2,0,81,19.8,9.9,67.9,2.5,0,100
268136016,2150,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,1,8,48,0,1,58,1.7,13.8,82.8,0,1.7,100
268136017,2151,142 Rathmines West E,142 Rathmines West E,Dublin City,RoI,12,6,33,1,0,53,22.6,11.3,62.3,1.9,0,100
268137001,2152,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,25,18,72,0,6,124,20.2,14.5,58.1,0,4.8,100
268137002,2153,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,12,23,54,0,4,94,12.8,24.5,57.4,0,4.3,100
268137003,2154,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,8,17,32,2,3,64,12.5,26.6,50,3.1,4.7,100
268137004,2155,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,12,4,64,2,0,84,14.3,4.8,76.2,2.4,0,100
268137005,2156,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,2,1,87,1,1,95,2.1,1.1,91.6,1.1,1.1,100
268137006,2157,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,20,16,67,1,2,109,18.3,14.7,61.5,0.9,1.8,100
268137007,2158,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,21,25,58,1,3,109,19.3,22.9,53.2,0.9,2.8,100
268137008,2159,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,14,21,32,11,4,82,17.1,25.6,39,13.4,4.9,100
268137009,2160,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,12,13,39,0,0,65,18.5,20,60,0,0,100
268137010,2161,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,13,13,51,0,2,87,14.9,14.9,58.6,0,2.3,100
268137011,2162,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,13,12,47,0,2,78,16.7,15.4,60.3,0,2.6,100
268137012,2163,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,12,13,48,0,1,75,16,17.3,64,0,1.3,100
268137013,2164,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,4,13,45,2,3,73,5.5,17.8,61.6,2.7,4.1,100
268137014,2165,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,4,5,61,1,2,74,5.4,6.8,82.4,1.4,2.7,100
268137015,2166,143 Rathmines West F,143 Rathmines West F,Dublin City,RoI,13,17,40,0,1,78,16.7,21.8,51.3,0,1.3,100
268138001,1371,088 Rotunda A,088 Rotunda A,Dublin City,RoI,4,1,67,3,0,75,5.3,1.3,89.3,4,0,100
268138002,1372,088 Rotunda A,088 Rotunda A,Dublin City,RoI,18,0,38,30,0,87,20.7,0,43.7,34.5,0,100
268138003,1373,088 Rotunda A,088 Rotunda A,Dublin City,RoI,13,2,93,3,0,111,11.7,1.8,83.8,2.7,0,100
268138004,1374,088 Rotunda A,088 Rotunda A,Dublin City,RoI,0,1,11,52,0,64,0,1.6,17.2,81.3,0,100
268138005,1375,088 Rotunda A,088 Rotunda A,Dublin City,RoI,2,1,105,1,0,109,1.8,0.9,96.3,0.9,0,100
268138006,1376,088 Rotunda A,088 Rotunda A,Dublin City,RoI,3,1,82,4,1,93,3.2,1.1,88.2,4.3,1.1,100
268138007,1377,088 Rotunda A,088 Rotunda A,Dublin City,RoI,1,1,42,54,1,103,1,1,40.8,52.4,1,100
268138008,1378,088 Rotunda A,088 Rotunda A,Dublin City,RoI,1,0,20,50,0,71,1.4,0,28.2,70.4,0,100
268138009,1379,088 Rotunda A,088 Rotunda A,Dublin City,RoI,0,4,83,1,1,89,0,4.5,93.3,1.1,1.1,100
268138010,1380,088 Rotunda A,088 Rotunda A,Dublin City,RoI,1,0,65,0,0,66,1.5,0,98.5,0,0,100
268138011,1381,088 Rotunda A,088 Rotunda A,Dublin City,RoI,0,0,25,109,0,136,0,0,18.4,80.1,0,100
268138012,1382,088 Rotunda A,088 Rotunda A,Dublin City,RoI,20,1,58,3,1,84,23.8,1.2,69,3.6,1.2,100
268138013,1383,088 Rotunda A,088 Rotunda A,Dublin City,RoI,5,2,34,3,1,51,9.8,3.9,66.7,5.9,2,100
268138014,1384,088 Rotunda A,088 Rotunda A,Dublin City,RoI,7,6,50,3,1,73,9.6,8.2,68.5,4.1,1.4,100
268138015,1385,088 Rotunda A,088 Rotunda A,Dublin City,RoI,12,7,35,3,1,70,17.1,10,50,4.3,1.4,100
268138016,1386,088 Rotunda A,088 Rotunda A,Dublin City,RoI,2,7,31,1,0,52,3.8,13.5,59.6,1.9,0,100
268138017,1387,088 Rotunda A,088 Rotunda A,Dublin City,RoI,10,2,33,46,0,92,10.9,2.2,35.9,50,0,100
268138018,1388,088 Rotunda A,088 Rotunda A,Dublin City,RoI,1,0,67,5,0,73,1.4,0,91.8,6.8,0,100
268138019,1389,088 Rotunda A,088 Rotunda A,Dublin City,RoI,1,0,7,69,0,78,1.3,0,9,88.5,0,100
268139002,1391,089 Rotunda B,089 Rotunda B,Dublin City,RoI,3,0,47,8,1,64,4.7,0,73.4,12.5,1.6,100
268139003,1392,089 Rotunda B,089 Rotunda B,Dublin City,RoI,23,3,43,57,1,131,17.6,2.3,32.8,43.5,0.8,100
268139004,1393,089 Rotunda B,089 Rotunda B,Dublin City,RoI,10,1,72,6,2,92,10.9,1.1,78.3,6.5,2.2,100
268139005,1394,089 Rotunda B,089 Rotunda B,Dublin City,RoI,2,0,64,3,0,70,2.9,0,91.4,4.3,0,100
268139006,1395,089 Rotunda B,089 Rotunda B,Dublin City,RoI,1,0,65,1,0,67,1.5,0,97,1.5,0,100
268139009,1397,089 Rotunda B,089 Rotunda B,Dublin City,RoI,7,0,42,0,0,51,13.7,0,82.4,0,0,100
268139010,1398,089 Rotunda B,089 Rotunda B,Dublin City,RoI,0,0,5,65,0,70,0,0,7.1,92.9,0,100
268139011,1399,089 Rotunda B,089 Rotunda B,Dublin City,RoI,3,1,57,2,0,74,4.1,1.4,77,2.7,0,100
268139012,1400,089 Rotunda B,089 Rotunda B,Dublin City,RoI,21,0,113,5,0,143,14.7,0,79,3.5,0,100
268140001,2167,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,18,6,59,2,1,92,19.6,6.5,64.1,2.2,1.1,100
268140002,2168,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,20,1,40,1,1,65,30.8,1.5,61.5,1.5,1.5,100
268140003,2169,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,4,0,22,52,0,79,5.1,0,27.8,65.8,0,100
268140004,2170,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,0,2,53,2,0,58,0,3.4,91.4,3.4,0,100
268140005,2171,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,9,6,64,2,0,81,11.1,7.4,79,2.5,0,100
268140006,2172,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,0,0,7,57,0,65,0,0,10.8,87.7,0,100
268140007,2173,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,1,0,49,7,1,59,1.7,0,83.1,11.9,1.7,100
268140008,2174,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,13,6,11,72,1,104,12.5,5.8,10.6,69.2,1,100
268140009,2175,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,10,6,85,3,3,110,9.1,5.5,77.3,2.7,2.7,100
268140010,2176,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,10,3,65,14,0,95,10.5,3.2,68.4,14.7,0,100
268140011,2177,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,3,0,83,1,2,89,3.4,0,93.3,1.1,2.2,100
268140012,2178,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,9,4,50,0,1,65,13.8,6.2,76.9,0,1.5,100
268140013,2179,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,6,4,60,3,2,76,7.9,5.3,78.9,3.9,2.6,100
268140014,2180,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,4,2,55,36,0,99,4,2,55.6,36.4,0,100
268140015,2181,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,7,5,71,2,1,89,7.9,5.6,79.8,2.2,1.1,100
268140016,2182,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,5,1,45,46,2,100,5,1,45,46,2,100
268140017,2183,144 Royal Exchange A,144 Royal Exchange A,Dublin City,RoI,13,2,92,2,1,112,11.6,1.8,82.1,1.8,0.9,100
268141001,2184,145 Royal Exchange B,145 Royal Exchange B,Dublin City,RoI,1,1,34,41,1,78,1.3,1.3,43.6,52.6,1.3,100
268141002,2185,145 Royal Exchange B,145 Royal Exchange B,Dublin City,RoI,4,7,16,117,1,147,2.7,4.8,10.9,79.6,0.7,100
268141003,2186,145 Royal Exchange B,145 Royal Exchange B,Dublin City,RoI,1,3,75,4,0,85,1.2,3.5,88.2,4.7,0,100
268141006,2188,145 Royal Exchange B,145 Royal Exchange B,Dublin City,RoI,1,0,24,56,0,82,1.2,0,29.3,68.3,0,100
268141007,2189,145 Royal Exchange B,145 Royal Exchange B,Dublin City,RoI,5,2,47,52,0,108,4.6,1.9,43.5,48.1,0,100
268142001,2190,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,19,27,42,0,0,90,21.1,30,46.7,0,0,100
268142002,2191,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,1,1,1,43,0,49,2,2,2,87.8,0,100
268142003,2192,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,0,0,3,46,0,50,0,0,6,92,0,100
268142004,2193,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,20,12,66,0,1,103,19.4,11.7,64.1,0,1,100
268142005,2194,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,4,6,65,5,2,83,4.8,7.2,78.3,6,2.4,100
268142006,2195,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,19,13,74,0,3,111,17.1,11.7,66.7,0,2.7,100
268142007,2196,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,0,4,28,2,2,38,0,10.5,73.7,5.3,5.3,100
268142008,2197,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,8,4,60,1,0,77,10.4,5.2,77.9,1.3,0,100
268142009,2198,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,1,4,45,1,2,67,1.5,6,67.2,1.5,3,100
268142010,2199,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,18,17,61,1,1,98,18.4,17.3,62.2,1,1,100
268142011,2200,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,0,3,44,3,0,58,0,5.2,75.9,5.2,0,100
268142012,2201,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,2,0,56,2,0,62,3.2,0,90.3,3.2,0,100
268142013,2202,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,5,4,64,4,2,85,5.9,4.7,75.3,4.7,2.4,100
268142014,2203,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,19,15,69,0,0,103,18.4,14.6,67,0,0,100
268142015,2204,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,1,2,35,13,1,52,1.9,3.8,67.3,25,1.9,100
268142016,2205,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,4,5,48,0,0,60,6.7,8.3,80,0,0,100
268142017,2206,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,2,0,62,21,1,90,2.2,0,68.9,23.3,1.1,100
268142018,2207,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,1,0,59,1,1,68,1.5,0,86.8,1.5,1.5,100
268142019,2208,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,0,0,77,0,0,91,0,0,84.6,0,0,100
268142020,2209,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,12,10,43,15,2,87,13.8,11.5,49.4,17.2,2.3,100
268142021,2210,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,6,9,48,1,1,71,8.5,12.7,67.6,1.4,1.4,100
268142022,2211,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,11,7,43,0,2,69,15.9,10.1,62.3,0,2.9,100
268142023,2212,146 St. Kevin's,146 St. Kevin's,Dublin City,RoI,9,1,61,1,0,73,12.3,1.4,83.6,1.4,0,100
268143001,2213,147 South Dock,147 South Dock,Dublin City,RoI,5,4,42,0,4,55,9.1,7.3,76.4,0,7.3,100
268143002,2214,147 South Dock,147 South Dock,Dublin City,RoI,5,12,55,3,0,81,6.2,14.8,67.9,3.7,0,100
268143003,2215,147 South Dock,147 South Dock,Dublin City,RoI,3,2,50,0,3,64,4.7,3.1,78.1,0,4.7,100
268143004,2216,147 South Dock,147 South Dock,Dublin City,RoI,6,5,26,72,3,114,5.3,4.4,22.8,63.2,2.6,100
268143005,2217,147 South Dock,147 South Dock,Dublin City,RoI,10,8,53,8,1,81,12.3,9.9,65.4,9.9,1.2,100
268143006,2218,147 South Dock,147 South Dock,Dublin City,RoI,11,14,46,22,1,95,11.6,14.7,48.4,23.2,1.1,100
268143007,2219,147 South Dock,147 South Dock,Dublin City,RoI,9,8,38,61,0,118,7.6,6.8,32.2,51.7,0,100
268143008,2220,147 South Dock,147 South Dock,Dublin City,RoI,16,17,15,58,0,107,15,15.9,14,54.2,0,100
268143009,2221,147 South Dock,147 South Dock,Dublin City,RoI,21,20,59,0,6,109,19.3,18.3,54.1,0,5.5,100
268143010,2222,147 South Dock,147 South Dock,Dublin City,RoI,19,1,84,3,1,115,16.5,0.9,73,2.6,0.9,100
268143011,2223,147 South Dock,147 South Dock,Dublin City,RoI,11,9,39,0,2,64,17.2,14.1,60.9,0,3.1,100
268143012,2224,147 South Dock,147 South Dock,Dublin City,RoI,19,9,31,0,1,60,31.7,15,51.7,0,1.7,100
268143013,2225,147 South Dock,147 South Dock,Dublin City,RoI,15,8,143,0,2,168,8.9,4.8,85.1,0,1.2,100
268143014,2226,147 South Dock,147 South Dock,Dublin City,RoI,16,1,52,0,2,71,22.5,1.4,73.2,0,2.8,100
268143015,2227,147 South Dock,147 South Dock,Dublin City,RoI,23,21,36,1,4,87,26.4,24.1,41.4,1.1,4.6,100
268143016,2228,147 South Dock,147 South Dock,Dublin City,RoI,1,3,23,40,0,69,1.4,4.3,33.3,58,0,100
268143017,2229,147 South Dock,147 South Dock,Dublin City,RoI,15,6,104,0,2,132,11.4,4.5,78.8,0,1.5,100
268143018,2230,147 South Dock,147 South Dock,Dublin City,RoI,49,7,44,0,0,100,49,7,44,0,0,100
268143019,2231,147 South Dock,147 South Dock,Dublin City,RoI,21,5,75,53,2,157,13.4,3.2,47.8,33.8,1.3,100
268143020,2232,147 South Dock,147 South Dock,Dublin City,RoI,24,5,89,0,0,118,20.3,4.2,75.4,0,0,100
268143021,2233,147 South Dock,147 South Dock,Dublin City,RoI,11,5,35,0,2,55,20,9.1,63.6,0,3.6,100
268143022,2234,147 South Dock,147 South Dock,Dublin City,RoI,57,2,69,1,0,131,43.5,1.5,52.7,0.8,0,100
268143023,2235,147 South Dock,147 South Dock,Dublin City,RoI,68,0,54,0,1,124,54.8,0,43.5,0,0.8,100
268143024,2236,147 South Dock,147 South Dock,Dublin City,RoI,55,5,95,2,4,163,33.7,3.1,58.3,1.2,2.5,100
268143025,2237,147 South Dock,147 South Dock,Dublin City,RoI,42,3,101,37,2,185,22.7,1.6,54.6,20,1.1,100
268143026,2238,147 South Dock,147 South Dock,Dublin City,RoI,21,2,16,8,0,48,43.8,4.2,33.3,16.7,0,100
268143027,2239,147 South Dock,147 South Dock,Dublin City,RoI,16,10,81,1,2,112,14.3,8.9,72.3,0.9,1.8,100
268143028,2240,147 South Dock,147 South Dock,Dublin City,RoI,1,1,27,31,5,69,1.4,1.4,39.1,44.9,7.2,100
268143029,2241,147 South Dock,147 South Dock,Dublin City,RoI,18,2,85,1,0,108,16.7,1.9,78.7,0.9,0,100
268143030,2242,147 South Dock,147 South Dock,Dublin City,RoI,7,4,69,2,2,90,7.8,4.4,76.7,2.2,2.2,100
268143031,2243,147 South Dock,147 South Dock,Dublin City,RoI,16,2,40,1,1,65,24.6,3.1,61.5,1.5,1.5,100
268144001,2244,148 Terenure A,148 Terenure A,Dublin City,RoI,23,28,81,0,1,134,17.2,20.9,60.4,0,0.7,100
268144002,2245,148 Terenure A,148 Terenure A,Dublin City,RoI,20,30,40,3,2,95,21.1,31.6,42.1,3.2,2.1,100
268144003,2246,148 Terenure A,148 Terenure A,Dublin City,RoI,27,52,13,1,0,94,28.7,55.3,13.8,1.1,0,100
